distance,weight,speed,traffic,weather,eta
532,1869,55,1,3,11.172727272727272
1081,7052,79,3,3,15.78354430379747
129,2557,62,4,3,4.480645161290322
645,6289,55,2,4,13.927272727272726
789,10998,88,1,2,10.065909090909093
1333,16542,79,2,2,18.27341772151899
1820,13007,79,3,4,25.537974683544302
1972,22870,68,4,2,31.0
1783,16569,63,4,2,30.3015873015873
1187,8138,51,4,1,24.874509803921566
1541,5474,81,1,1,19.72469135802469
497,7948,78,2,2,7.771794871794871
261,8424,75,3,2,5.18
1947,1675,56,4,1,36.36785714285715
1284,26200,66,3,4,21.954545454545453
872,29934,85,2,1,11.258823529411766
860,23132,84,4,2,12.238095238095237
658,1680,56,1,4,13.65
1794,14361,87,1,4,22.520689655172415
1907,21030,88,3,1,22.970454545454544
1761,8820,74,2,2,25.1972972972973
1902,6103,72,4,2,28.416666666666668
420,5326,89,4,1,6.319101123595506
1280,28374,83,4,2,17.42168674698795
978,4458,79,3,3,14.479746835443038
1661,17769,59,3,3,30.252542372881354
119,6188,73,4,4,4.43013698630137
1626,10304,59,4,1,29.159322033898302
244,20631,87,4,2,4.804597701149425
1898,1675,76,1,3,26.473684210526315
1120,29515,78,3,2,16.05897435897436
598,5687,53,3,4,13.783018867924529
1442,17244,68,4,1,22.805882352941175
1201,18734,79,1,2,16.30253164556962
1603,1814,73,2,4,24.158904109589045
1421,5732,55,4,1,27.436363636363634
1773,28154,61,1,3,30.565573770491802
1206,22047,65,3,2,20.253846153846155
1064,22876,52,3,3,22.561538461538458
377,5153,60,2,2,7.683333333333333
226,1373,86,2,2,4.027906976744186
1262,7367,83,2,1,16.204819277108435
749,28020,70,4,2,12.7
1721,22974,71,4,4,27.03943661971831
564,26110,63,1,1,9.652380952380954
838,10070,60,2,3,15.766666666666666
1335,3175,64,1,1,21.559375
1191,1757,67,2,4,19.976119402985077
1243,28828,78,3,1,17.235897435897435
1914,9298,65,2,4,31.646153846153847
1439,6533,62,2,3,25.00967741935484
1285,29236,62,3,4,23.225806451612904
1129,6356,65,4,1,18.969230769230766
1924,6683,80,1,2,25.150000000000002
588,20581,86,1,4,8.737209302325581
628,26790,87,1,3,8.7183908045977
296,27780,76,4,3,6.294736842105263
536,12559,67,3,2,9.700000000000001
1407,3444,86,2,3,18.16046511627907
69,2633,65,4,1,2.6615384615384614
1062,27215,88,1,1,12.76818181818182
115,18913,79,1,1,2.1556962025316455
1605,23122,55,3,1,30.48181818181818
87,9115,56,1,2,2.6535714285714285
882,14931,83,3,3,12.726506024096388
452,25989,64,3,3,9.162500000000001
812,7250,69,1,3,13.268115942028988
1637,11797,62,3,4,28.903225806451612
141,2203,63,4,1,3.8380952380952382
1411,22203,57,2,3,26.55438596491228
282,21355,53,3,1,6.620754716981132
1545,2685,60,2,2,27.150000000000002
1201,9519,50,2,2,25.42
286,21083,61,3,3,6.788524590163935
1200,11367,59,3,4,22.838983050847457
1178,13439,61,4,1,20.911475409836065
1642,11951,79,3,1,22.084810126582276
1067,19336,64,2,1,17.671875
1890,13781,68,4,3,30.19411764705882
1603,27536,84,3,2,20.78333333333333
1152,5040,57,2,3,22.010526315789473
73,22356,51,3,3,3.5313725490196077
1022,25482,78,2,1,14.102564102564102
190,11466,57,1,4,5.233333333333333
1187,12064,55,3,4,24.081818181818182
1820,1593,74,4,1,26.19459459459459
1449,19602,74,4,3,21.98108108108108
1261,11062,51,1,2,25.825490196078434
1791,27789,83,3,2,23.278313253012048
68,26061,52,3,2,3.0076923076923077
1875,28403,65,1,1,29.546153846153846
186,16397,76,3,4,4.947368421052632
1430,6201,81,1,3,19.15432098765432
633,14418,79,1,1,8.712658227848102
1269,25863,84,4,3,17.507142857142856
1514,6066,84,4,2,20.023809523809526
1284,22506,52,1,1,25.392307692307693
641,24546,53,2,4,14.294339622641509
1535,19521,73,4,1,22.62739726027397
1103,18320,67,2,1,17.46268656716418
587,21817,73,3,1,9.34109589041096
1486,12507,61,2,1,25.360655737704917
770,21695,50,2,3,17.2
964,24390,55,3,1,18.827272727272724
1821,25056,85,2,4,23.623529411764707
948,11308,83,1,1,12.121686746987953
548,12471,73,2,3,9.306849315068494
152,15024,53,4,2,4.867924528301886
219,13062,81,1,4,4.603703703703704
1957,21456,83,4,1,25.178313253012046
1943,22110,59,2,4,35.13220338983051
930,9769,81,4,4,14.28148148148148
1521,5455,86,3,3,19.786046511627905
1221,2109,51,2,3,25.741176470588236
1932,20946,58,3,1,34.610344827586204
740,17702,76,1,3,11.236842105263158
1553,20540,60,1,1,26.583333333333332
1883,10939,64,2,1,30.421875
1697,26123,80,4,3,23.612499999999997
445,12713,71,2,2,7.6676056338028165
1577,2543,55,3,3,30.77272727272727
745,4573,86,2,3,10.462790697674418
1798,2772,87,1,3,22.166666666666668
1941,5372,82,3,3,25.770731707317072
1517,25323,84,3,2,19.75952380952381
1242,28392,63,4,2,21.714285714285715
1154,13996,74,1,2,16.694594594594594
1980,12091,61,4,4,35.25901639344263
239,1214,89,2,2,4.085393258426967
1205,20079,85,2,2,15.576470588235294
812,26013,70,1,3,13.100000000000001
1425,6105,72,3,4,22.291666666666668
1784,3412,71,4,3,27.52676056338028
1899,5348,58,3,3,34.84137931034483
518,18188,59,4,3,11.17966101694915
773,5788,77,3,3,12.138961038961039
1325,15204,57,3,3,25.345614035087717
1423,12803,84,1,4,18.840476190476192
1522,1590,58,4,1,27.841379310344827
679,23474,65,2,3,12.246153846153845
931,2393,78,4,2,13.935897435897436
1593,11288,88,1,3,19.602272727272727
1841,19726,50,1,3,38.32
76,7987,70,4,3,3.4857142857142858
242,13639,70,2,4,5.657142857142857
1074,3215,85,3,4,15.135294117647058
315,2769,54,4,2,7.833333333333333
695,21282,81,1,1,9.280246913580248
274,28306,54,3,3,7.174074074074075
309,11760,62,3,2,6.683870967741934
1443,6795,61,4,1,25.25573770491803
371,28263,86,2,4,6.513953488372092
1472,17634,70,2,4,23.22857142857143
1081,6939,53,4,4,23.19622641509434
1308,3807,81,3,4,18.64814814814815
92,9821,52,1,3,3.269230769230769
493,5168,71,3,4,9.443661971830986
1589,28216,51,2,4,33.35686274509804
392,23684,75,1,4,7.126666666666667
571,9544,81,4,2,9.049382716049383
533,4366,85,1,1,6.970588235294118
1213,5961,53,1,4,24.78679245283019
1064,22836,56,4,3,21.4
1372,13682,56,1,1,25.2
1816,7776,67,4,3,29.504477611940295
1445,12403,83,3,3,19.509638554216867
1965,9846,71,1,3,29.176056338028168
225,26617,82,3,3,4.84390243902439
1783,16920,69,2,3,27.640579710144927
626,29025,89,1,2,8.133707865168539
1835,15354,81,1,3,24.15432098765432
1402,14411,87,1,4,18.014942528735634
1452,3000,79,4,4,21.179746835443037
172,10551,54,4,3,5.5851851851851855
1385,12567,52,3,4,29.134615384615383
116,7056,74,4,2,3.5675675675675675
168,20561,80,3,4,4.6
1049,2364,56,2,2,20.13214285714286
53,1430,73,4,3,3.126027397260274
1947,22676,50,1,1,39.63999999999999
160,8891,75,2,2,3.533333333333333
252,27306,80,3,3,5.25
1969,18102,71,4,4,30.532394366197185
835,27745,89,2,2,10.782022471910112
969,7576,70,2,3,15.642857142857142
1501,1117,81,1,1,19.230864197530863
1728,12026,56,2,3,32.65714285714286
1912,21956,83,2,3,24.836144578313252
1272,7853,58,1,2,23.03103448275862
1357,25614,73,3,1,19.88904109589041
1471,10408,89,4,3,18.928089887640446
59,7859,51,2,2,2.556862745098039
1850,23889,72,3,2,27.394444444444442
104,15908,64,3,1,2.925
1413,25771,77,2,2,19.750649350649354
333,17342,75,1,2,5.54
1300,4914,60,4,1,23.266666666666666
1928,10628,52,1,2,38.176923076923075
1253,15990,51,4,1,26.16862745098039
1705,20464,83,1,1,21.242168674698796
737,28623,78,4,2,11.448717948717949
430,13619,88,3,2,6.586363636363637
1790,15461,73,2,4,26.72054794520548
1936,19869,84,3,3,25.147619047619045
1560,21982,69,3,3,24.708695652173912
329,25986,69,4,4,7.568115942028985
246,20254,51,2,2,6.223529411764705
99,19680,74,3,3,3.4378378378378383
1609,2433,52,1,2,32.042307692307695
747,20823,78,1,4,11.476923076923077
270,5121,81,4,4,6.133333333333333
1580,4863,89,2,4,19.952808988764048
562,23329,50,3,4,13.74
1975,12630,52,3,1,39.28076923076923
1397,8131,72,3,2,21.102777777777778
1988,15836,63,3,3,33.65555555555556
1939,26906,59,2,3,34.66440677966102
345,8541,84,1,4,6.007142857142856
505,19169,68,1,1,8.126470588235295
1370,20586,86,1,1,16.630232558139532
792,18419,78,4,2,12.153846153846153
1054,26308,76,2,3,15.66842105263158
1462,1996,69,2,2,22.58840579710145
960,6562,70,3,2,15.414285714285715
1270,22885,70,1,4,20.042857142857144
1116,8737,78,2,4,16.50769230769231
1230,29942,52,2,1,24.653846153846153
550,21589,71,2,4,9.946478873239437
410,1618,52,3,4,10.384615384615385
1814,16240,61,3,3,31.837704918032784
1240,13298,69,1,2,19.071014492753626
1205,22139,88,1,2,14.79318181818182
244,9685,65,1,2,4.8538461538461535
450,1433,77,4,3,8.244155844155845
713,29034,80,2,4,11.112499999999999
326,19565,88,4,3,6.1045454545454545
791,21477,73,1,1,11.535616438356165
442,26726,88,3,4,7.522727272727272
1219,5647,50,4,2,26.38
376,19493,53,1,1,7.79433962264151
741,7461,84,1,1,9.521428571428572
1798,3484,75,3,4,26.473333333333333
1267,7949,52,2,4,26.56538461538462
1555,13810,77,2,2,21.594805194805197
1088,19417,62,3,3,19.64838709677419
1822,8954,81,1,1,23.193827160493825
59,18157,89,1,3,2.162921348314607
558,17557,55,4,2,12.145454545454545
954,7889,84,1,2,12.457142857142859
1254,14263,61,4,2,22.557377049180328
1006,17796,58,4,3,19.744827586206895
1354,4250,81,3,4,19.21604938271605
1824,5423,86,1,3,22.709302325581394
1690,12617,85,1,3,21.38235294117647
582,27110,89,3,3,8.639325842696628
1484,25079,68,4,2,23.823529411764707
1531,9346,52,4,2,31.442307692307693
1091,22232,85,1,2,13.93529411764706
1784,7104,79,3,2,24.282278481012657
1491,26828,60,1,1,25.55
642,3137,68,2,2,10.841176470588236
1609,19107,68,4,4,26.461764705882352
1756,27833,63,4,1,29.47301587301587
345,23828,61,3,1,6.9557377049180324
908,25926,59,1,4,17.289830508474576
84,16615,79,2,3,2.8632911392405065
1490,25660,72,1,4,22.594444444444445
634,16507,83,1,1,8.33855421686747
1485,24732,86,4,4,20.067441860465117
1317,2370,84,3,3,17.77857142857143
842,27433,80,3,2,12.225000000000001
256,22904,63,1,3,5.563492063492063
103,1567,87,2,3,2.9839080459770115
467,13419,71,1,2,7.677464788732394
1726,12356,70,4,4,27.45714285714286
1140,8388,87,2,3,14.903448275862068
1546,5228,66,4,3,25.824242424242424
664,13213,58,4,3,13.848275862068967
1997,14167,79,3,2,26.97848101265823
1478,17031,53,2,4,30.086792452830192
1300,28071,73,4,4,20.60821917808219
1625,9797,69,3,2,25.25072463768116
1879,13222,82,4,2,24.914634146341463
440,10129,61,3,2,8.91311475409836
1330,29970,71,4,1,20.33239436619718
1529,12723,54,3,2,30.014814814814812
1747,5981,67,2,1,27.074626865671643
165,24345,84,2,3,3.7642857142857142
1222,10662,79,1,4,17.36835443037975
1550,4543,81,3,3,21.235802469135802
1285,11915,76,2,3,18.707894736842107
563,5175,71,3,1,9.229577464788733
230,26151,86,3,4,5.174418604651162
347,15902,87,3,3,6.088505747126437
1341,16735,77,3,1,18.715584415584413
1960,27149,59,4,2,35.220338983050844
1015,4995,69,2,4,16.910144927536233
177,6932,87,1,2,3.134482758620689
1890,2372,84,3,3,24.599999999999998
445,10944,67,2,1,7.641791044776119
1945,8016,77,4,3,27.659740259740257
256,11328,78,4,3,5.682051282051282
212,16384,78,3,3,4.817948717948719
758,8148,62,4,3,14.625806451612902
1339,15219,71,1,3,20.359154929577464
1528,26184,78,4,1,21.18974358974359
1964,18625,51,3,4,41.009803921568626
1842,26779,63,4,2,31.238095238095237
1101,4624,75,1,4,16.580000000000002
91,7122,57,4,4,4.396491228070175
1091,16269,86,2,4,14.886046511627907
1729,3600,76,3,2,24.45
897,21608,87,1,3,11.810344827586206
700,16917,86,3,1,9.439534883720931
942,12357,63,1,2,16.052380952380954
1105,6873,55,1,3,21.59090909090909
78,2643,72,4,4,3.8833333333333333
1209,22423,63,3,3,21.290476190476188
1519,13793,87,4,4,20.25977011494253
929,26254,50,1,4,20.48
488,12430,58,1,4,10.313793103448276
700,9813,89,2,4,10.065168539325843
1375,28496,61,1,1,23.240983606557375
1370,14193,55,2,1,25.90909090909091
1465,8383,80,3,2,20.0125
1951,10299,89,4,1,23.52134831460674
1335,28101,64,3,3,22.959374999999998
1469,9419,67,1,1,22.625373134328356
1943,1967,83,3,1,24.709638554216866
230,2248,83,3,2,4.471084337349398
520,15856,52,2,1,11.0
279,1352,64,3,1,5.659375000000001
1362,7102,71,4,2,21.183098591549296
452,24558,82,2,2,6.9121951219512185
783,19149,89,4,3,11.197752808988763
1957,8455,89,4,3,24.38876404494382
738,17422,54,4,4,16.466666666666665
1597,9966,64,4,2,26.953125
649,3456,57,2,3,13.185964912280703
514,29810,50,1,4,12.18
1320,26670,50,4,4,29.2
474,10187,59,4,1,9.633898305084745
415,28602,54,1,3,9.185185185185185
565,15834,65,4,4,11.49230769230769
605,4780,83,4,4,10.089156626506023
147,5518,74,2,2,3.3864864864864863
1742,27679,54,4,1,33.85925925925926
1787,15296,68,3,3,28.379411764705882
1152,11767,74,1,2,16.66756756756757
309,16212,80,1,4,5.762499999999999
243,17864,51,4,2,6.764705882352941
505,24779,52,1,1,10.411538461538463
963,1782,57,4,1,18.49473684210526
1043,9153,71,2,2,16.090140845070422
685,28711,81,2,3,10.256790123456788
1304,21262,54,2,1,25.14814814814815
982,5965,54,1,1,18.885185185185186
589,18361,82,4,1,8.782926829268293
913,24563,50,1,4,20.160000000000004
833,25334,85,4,1,11.4
812,24193,84,4,1,11.266666666666666
1910,18748,78,2,2,25.887179487179488
148,1418,88,3,4,4.181818181818182
1094,18655,59,1,3,20.04237288135593
220,26679,85,1,3,4.088235294117647
1630,25762,63,4,3,28.273015873015872
814,11922,50,4,4,19.080000000000002
1797,22896,83,1,1,22.350602409638554
108,7080,50,2,4,4.36
1157,13414,55,2,1,22.036363636363635
1457,12794,58,2,4,27.320689655172416
1333,23970,75,4,4,20.573333333333334
1206,16981,56,2,4,23.735714285714288
1012,15714,79,3,1,14.110126582278482
1604,24424,70,3,2,24.614285714285714
787,25802,64,2,3,14.096875
1623,25997,64,2,2,26.759375000000002
777,1408,78,3,4,12.461538461538462
508,18019,52,3,1,11.06923076923077
707,22930,86,2,3,10.02093023255814
1920,10188,77,2,2,26.33506493506494
1910,11119,81,1,1,24.280246913580246
1218,9831,78,1,1,16.315384615384616
612,13591,84,3,2,8.985714285714286
523,5966,84,2,1,7.226190476190476
277,5233,73,4,1,5.394520547945206
703,9180,60,4,4,14.516666666666666
810,10932,59,4,3,16.128813559322033
561,19812,89,3,2,8.003370786516854
1919,2748,62,1,2,32.05161290322581
1688,13596,57,1,3,31.114035087719298
819,9352,61,2,2,14.826229508196722
1910,22608,70,1,1,27.985714285714284
1744,16663,57,4,4,33.396491228070175
260,23959,59,2,1,5.406779661016949
1452,26068,85,2,4,19.282352941176473
1375,18819,60,3,2,24.616666666666667
993,15873,69,3,2,16.09130434782609
655,2521,81,2,2,9.48641975308642
1836,7076,81,1,4,24.56666666666667
241,14610,58,2,3,5.955172413793103
1909,15537,64,2,1,30.828125
1105,25928,75,2,2,16.133333333333333
811,13630,67,4,2,14.104477611940299
777,18083,81,2,2,10.992592592592594
927,18246,61,1,2,16.29672131147541
1533,9916,74,3,2,22.416216216216217
836,28534,57,3,4,17.166666666666668
1882,19972,63,1,4,31.773015873015876
1091,22007,66,4,4,19.330303030303032
818,4771,85,1,2,10.723529411764707
173,15830,53,2,2,4.664150943396226
1398,28723,67,4,1,22.465671641791044
1471,10146,63,4,2,25.349206349206348
1323,21823,59,2,3,24.223728813559323
1255,17898,82,2,2,16.704878048780486
1131,2649,79,4,2,16.31645569620253
351,21386,70,3,3,7.114285714285715
1758,20812,56,2,2,32.792857142857144
527,10420,64,3,3,10.334375000000001
878,18653,58,4,1,16.737931034482756
75,17172,74,4,1,2.6135135135135132
1974,15733,73,1,2,28.14109589041096
243,12542,52,3,4,7.173076923076923
554,16483,75,4,2,9.386666666666667
706,23144,63,4,2,13.206349206349206
1730,9138,89,4,3,21.83820224719101
523,13539,70,1,1,8.17142857142857
1505,28434,60,4,1,26.68333333333333
68,18399,69,2,4,3.1855072463768117
157,11049,83,3,1,3.1915662650602408
662,13378,85,4,4,10.588235294117647
134,20876,55,3,4,4.9363636363636365
254,13834,81,3,3,5.235802469135803
200,8929,74,2,3,4.5027027027027025
645,11179,86,2,1,8.5
233,25241,86,1,4,4.609302325581395
1532,2102,74,3,1,22.0027027027027
112,11385,80,2,2,2.8
1301,14997,55,4,2,25.654545454545456
1741,2660,65,2,1,27.784615384615385
453,26634,71,4,2,8.380281690140846
425,10680,65,2,3,8.338461538461537
188,8648,68,2,3,4.564705882352941
609,22527,66,2,1,10.227272727272727
1326,10515,71,1,4,20.57605633802817
589,20637,71,2,2,9.695774647887324
512,11508,85,3,4,8.523529411764706
402,10197,53,1,1,8.284905660377358
1472,6819,84,2,3,19.323809523809526
1881,28135,89,4,4,23.934831460674157
725,18918,61,4,3,14.285245901639342
1745,1803,83,2,1,22.02409638554217
1979,23067,69,1,4,30.581159420289858
571,15959,57,4,2,12.017543859649123
616,24365,82,1,3,9.012195121951219
1973,8245,66,1,2,30.993939393939396
72,28863,80,2,4,3.1
1473,13067,85,4,3,19.72941176470588
1828,6272,56,3,4,35.142857142857146
352,4656,58,1,1,6.768965517241379
395,21026,69,4,1,7.3246376811594205
172,18042,70,1,4,4.357142857142858
578,11300,88,2,3,8.368181818181817
422,29268,64,4,3,8.99375
409,5398,58,4,2,9.051724137931036
1727,16724,62,2,4,30.054838709677423
1191,18638,89,1,3,14.882022471910112
1524,5804,53,2,4,30.95471698113208
1145,16097,75,2,4,17.46666666666667
1251,21655,75,4,4,19.48
1688,15321,73,1,2,24.223287671232878
1324,16582,86,3,3,17.495348837209303
1619,23978,70,3,2,24.82857142857143
300,27326,65,1,4,6.515384615384615
1067,8044,69,3,4,17.96376811594203
1413,26202,68,4,3,23.179411764705883
1823,25844,59,1,3,32.398305084745765
268,7973,83,4,1,4.828915662650603
1446,2697,86,2,3,18.613953488372093
624,8495,75,4,2,10.32
306,10261,75,1,3,5.58
1138,7797,67,1,1,17.68507462686567
117,7760,60,3,2,3.6499999999999995
699,14137,61,3,2,13.159016393442624
1612,10199,89,1,4,20.0123595505618
1444,17062,86,1,1,17.490697674418605
893,29347,66,4,1,15.13030303030303
317,10963,87,3,1,4.943678160919541
939,21099,86,2,1,11.918604651162791
215,7275,58,1,1,4.406896551724138
708,11823,68,1,4,12.311764705882354
1334,25885,58,1,4,24.900000000000002
494,17544,51,4,3,12.086274509803921
1074,28794,54,3,4,22.38888888888889
1213,21731,78,2,4,17.751282051282054
1720,4255,71,2,1,25.225352112676056
1555,11235,57,1,4,29.180701754385968
1598,4493,70,1,3,24.32857142857143
1424,4015,62,2,1,23.967741935483872
577,7677,62,1,2,10.406451612903227
1576,5477,67,4,1,25.12238805970149
1254,2428,84,4,2,16.92857142857143
659,10911,57,4,1,13.16140350877193
360,20091,58,3,4,8.706896551724137
1468,24368,84,4,2,19.476190476190474
554,18654,63,1,4,10.693650793650795
1148,18762,58,4,4,22.593103448275862
912,25408,60,2,2,16.599999999999998
1398,1597,83,3,2,18.543373493975903
990,11583,89,3,2,12.823595505617979
85,15258,83,2,2,2.4240963855421684
1498,11598,87,4,1,18.818390804597698
736,6454,83,2,1,9.867469879518072
165,28141,84,3,4,4.4642857142857135
1815,27361,58,2,4,33.49310344827586
1480,10875,66,3,1,23.724242424242423
1738,2457,57,3,4,32.99122807017544
1032,29558,54,3,2,20.81111111111111
1373,29159,65,2,2,22.523076923076925
331,17513,53,3,4,8.745283018867925
1140,15304,88,3,1,14.254545454545456
1544,9336,53,1,2,30.232075471698113
1179,4474,81,3,2,16.255555555555556
1328,18883,63,1,3,22.57936507936508
157,1155,86,4,4,4.625581395348837
1859,19616,71,3,2,27.883098591549295
889,12948,50,2,2,19.180000000000003
1187,2652,77,4,4,18.215584415584416
669,19646,66,1,4,12.036363636363637
1254,11390,53,2,2,25.06037735849057
1985,27461,65,4,2,32.53846153846154
1259,26201,87,3,1,15.771264367816093
310,4900,73,1,4,6.146575342465754
1015,16007,62,1,4,18.270967741935486
391,13432,75,2,4,7.413333333333332
1888,26697,57,2,2,34.52280701754386
1821,28505,61,2,4,32.05245901639344
1135,3163,71,2,1,16.985915492957744
853,15018,87,4,4,12.604597701149425
508,22394,89,1,2,6.807865168539325
742,4876,81,3,1,10.460493827160494
969,5492,61,2,4,18.085245901639347
376,14882,59,4,1,7.972881355932204
1294,3401,73,2,4,19.926027397260277
878,6134,85,4,1,11.929411764705883
1101,18417,66,1,1,17.381818181818183
76,28285,59,2,3,3.088135593220339
1878,1244,52,2,4,38.315384615384616
239,24407,53,2,1,5.509433962264151
863,13416,70,2,3,14.12857142857143
1847,1788,88,2,1,21.988636363636363
1445,28146,84,4,2,19.202380952380953
1633,11383,83,1,4,21.574698795180726
566,16269,80,2,4,9.275
141,12856,88,3,1,2.902272727272727
709,26772,69,3,2,11.975362318840581
672,11059,74,3,3,11.181081081081082
1567,5298,61,1,4,27.588524590163935
708,15614,64,3,1,12.3625
522,25356,74,1,3,8.554054054054054
911,25303,66,3,4,16.303030303030305
1721,25566,74,1,3,24.756756756756758
1146,6519,88,1,2,14.122727272727275
548,21826,78,4,3,9.425641025641024
1622,8016,76,2,1,22.342105263157894
1719,13242,85,2,4,22.423529411764708
1106,22358,63,3,2,19.255555555555556
1201,3524,53,3,1,23.960377358490565
1467,20693,85,2,3,19.058823529411764
1960,3895,66,4,1,31.296969696969693
1535,19092,56,3,1,28.710714285714282
1836,15411,87,3,1,22.403448275862065
882,8529,56,2,3,17.55
1014,25949,66,2,2,16.763636363636362
680,16805,70,4,1,11.314285714285713
603,24413,56,3,3,12.867857142857144
461,3539,86,3,3,7.46046511627907
1648,29151,51,4,4,35.11372549019608
968,15304,88,2,3,12.8
986,22447,73,2,3,15.306849315068494
538,23298,86,4,4,9.055813953488371
882,25978,77,2,4,13.654545454545454
1747,4759,67,2,1,27.074626865671643
1083,12419,57,1,2,20.1
1211,19460,82,2,1,15.768292682926829
1965,25871,50,4,1,40.9
329,16565,61,1,4,7.2934426229508205
1448,17894,77,3,3,20.905194805194803
1519,27313,85,3,4,20.370588235294118
1799,10213,78,3,2,24.764102564102565
1105,1746,85,3,4,15.5
1579,23881,75,3,1,22.35333333333333
387,17968,52,4,4,10.242307692307692
1070,4196,86,1,4,14.34186046511628
63,29464,89,2,1,1.7078651685393256
1384,19754,76,3,1,19.51052631578947
306,17969,62,1,4,6.835483870967742
975,7774,75,4,4,15.799999999999999
555,14165,75,1,1,8.1
1078,25669,63,1,2,18.211111111111112
1607,14402,64,2,2,26.509375000000002
230,2222,87,4,2,4.64367816091954
1089,8865,86,4,2,14.662790697674419
1652,7141,60,2,3,29.333333333333336
1584,1018,74,4,1,23.005405405405405
347,18093,82,3,1,5.53170731707317
218,6101,62,1,4,5.416129032258064
350,26493,84,1,4,6.066666666666666
1287,27147,81,3,1,17.188888888888886
1825,3353,83,3,3,24.087951807228915
237,1931,76,2,3,4.9184210526315795
990,4796,61,2,4,18.429508196721315
267,17883,75,3,1,4.86
666,27670,75,4,1,10.48
799,17076,87,2,2,10.583908045977012
737,24630,89,1,4,10.180898876404495
1617,25500,65,2,4,27.07692307692308
959,11606,51,2,2,20.203921568627454
1297,14496,50,4,3,28.34
916,2740,75,1,1,12.913333333333334
1175,19013,61,2,1,20.262295081967213
1287,10900,82,4,3,18.09512195121951
1046,8515,62,4,1,18.470967741935482
632,29240,62,1,4,12.093548387096774
1104,12669,89,4,4,15.204494382022471
1378,19402,77,1,4,19.796103896103897
910,16008,56,1,1,16.95
1527,5927,68,4,4,25.25588235294118
1576,18142,64,4,3,27.025
1911,17835,65,3,4,31.9
1627,7697,51,2,4,34.101960784313725
418,21370,67,4,1,7.838805970149254
974,10832,55,3,4,20.20909090909091
151,21512,52,2,4,5.103846153846154
1112,23603,68,2,3,18.152941176470588
430,14849,53,4,4,10.91320754716981
966,11852,52,1,3,20.076923076923077
1783,12460,88,4,1,21.861363636363635
293,23772,63,1,1,5.350793650793651
1474,15818,86,4,2,19.13953488372093
1677,9106,86,1,3,21.0
1048,11224,86,2,4,14.386046511627907
856,21140,64,2,2,14.775
587,26722,57,4,4,13.098245614035086
1702,27896,84,4,2,22.261904761904763
342,13821,53,4,2,8.452830188679245
640,23457,51,2,3,14.349019607843136
1675,17689,76,4,1,23.639473684210525
615,1322,77,2,4,10.187012987012986
179,19492,61,1,2,4.034426229508196
463,6486,84,4,4,8.311904761904762
269,18859,53,4,3,7.475471698113208
158,28898,50,1,1,3.86
1550,12870,61,1,3,26.90983606557377
399,15621,58,1,2,7.979310344827586
771,20226,84,3,4,11.678571428571429
82,25841,64,2,3,3.0812500000000003
507,24316,66,2,1,8.681818181818182
1044,9799,81,1,3,14.38888888888889
1190,6353,79,4,3,17.463291139240507
138,15445,58,1,2,3.479310344827586
1433,23808,84,2,3,18.85952380952381
1874,22601,59,1,2,32.862711864406776
1381,21168,52,3,2,28.257692307692306
358,5261,83,2,4,6.513253012048192
1051,8336,67,1,2,16.786567164179104
1117,27203,79,4,1,15.739240506329114
1283,6306,83,2,1,16.457831325301203
183,29560,83,2,1,3.2048192771084336
225,2857,86,4,4,5.416279069767443
332,23144,77,4,2,6.311688311688312
1362,19756,78,4,4,20.26153846153846
682,16399,88,4,2,9.75
1179,29733,51,4,1,24.717647058823527
411,2492,88,2,2,6.070454545454545
1261,9863,52,1,2,25.35
1979,11275,57,4,2,36.719298245614034
402,15269,82,3,1,6.2024390243902445
1403,8513,86,3,4,18.813953488372093
1552,6395,50,2,3,32.84
1840,14168,74,4,1,26.46486486486486
585,18849,69,2,2,9.878260869565217
1089,11988,53,1,3,22.047169811320753
1022,11353,55,4,1,20.18181818181818
1539,16732,55,2,3,29.78181818181818
1584,11278,89,2,4,19.997752808988768
1554,17148,56,1,2,28.85
742,9647,70,1,1,11.3
128,25422,61,1,3,3.598360655737705
1121,9247,52,4,4,24.357692307692307
1492,11087,71,3,3,23.11408450704225
186,23846,76,3,1,3.7473684210526312
1733,3110,87,2,4,22.11954022988506
549,23372,85,1,2,7.5588235294117645
675,8993,60,3,3,13.350000000000001
1017,8344,89,2,1,12.426966292134832
101,26405,74,2,4,3.564864864864865
196,18242,83,3,3,4.461445783132531
1485,6807,86,3,3,19.367441860465114
774,23992,89,1,1,9.396629213483147
322,10399,57,3,1,6.9491228070175435
701,27212,71,2,3,11.673239436619717
386,17585,83,4,4,7.450602409638554
1628,22792,76,2,3,23.22105263157895
719,26662,78,3,4,11.717948717948717
953,11496,79,1,2,13.163291139240508
1899,28979,73,1,4,27.913698630136988
1084,22889,64,4,1,18.537499999999998
1405,20643,51,4,3,29.949019607843137
512,16425,66,1,2,8.85757575757576
373,9138,81,2,4,6.804938271604938
971,12535,88,2,1,12.034090909090908
669,7887,54,1,3,13.88888888888889
745,1791,60,4,3,14.816666666666666
1747,19894,51,2,1,35.254901960784316
1170,21806,74,3,2,17.51081081081081
174,4069,76,3,3,4.389473684210526
1216,22212,87,4,3,16.377011494252873
1950,20024,87,1,1,23.113793103448277
642,19106,87,1,2,8.479310344827587
1876,15145,78,3,4,26.55128205128205
309,13334,64,2,3,6.628125
253,11975,61,2,1,5.147540983606557
1169,6473,73,2,3,17.813698630136987
